id,key,value,type
3566818678,name,Taylor's Peoples Park,regular
3566818678,phone,262-522-6868,regular
3566818678,amenity,restaurant,regular
3566818678,takeaway,yes,regular
3566818678,city,Waukesa,addr
3566818678,wheelchair,limited,regular
3566818678,street,West Main Street,addr
3566818678,postcode,53186,addr
3566818678,opening_hours,"Weekdays 11am-close, Weekend 10am-close",regular
3566818678,housenumber,337,addr
3566818679,name,The Nice Ash Cigar Bar,regular
3566818679,phone,262-547-9009,regular
3566818679,amenity,bar,regular
3566818679,website,www.theniceash.com,regular
3566818679,city,Waukesha,addr
3566818679,street,West Main Street,addr
3566818679,postcode,53186,addr
3566818679,housenumber,323,addr
3566869703,name,The Clarke Hotel,regular
3566869703,phone,262-549-3800,regular
3566869703,website,http://www.theclarkehotel.com/,regular
3566869703,building,hotel,regular
3566869703,city,Waukesha,addr
3566869703,street,West Main Street,addr
3566869703,postcode,53186,addr
3566869703,levels,2,building
3566869703,housenumber,314,addr
3566869704,name,Boscos Social Club,regular
3566869704,amenity,bar,regular
3566869704,website,http://www.boscosbar.com/,regular
3566869704,city,Waukesha,addr
3566869704,street,West Main Street,addr
3566869704,postcode,53186,addr
3566869704,housenumber,260,addr
3566875108,name,Dady Oh's,regular
3566875108,amenity,restaurant,regular
3566875108,cuisine,diner,regular
3566875108,city,Waukesha,addr
3566875108,street,West Broadway Street,addr
3566875108,postcode,53186,addr
3566875108,housenumber,250,addr
3566875109,name,Meli Mediterranean,regular
3566875109,amenity,restaurant,regular
3566875109,city,Waukesha,addr
3566875109,street,West Main Street,addr
3566875109,postcode,53186,addr
3566875109,housenumber,294,addr
3566889934,name,Mia's Italian Restaurant,regular
3566889934,amenity,restaurant,regular
3566889934,cuisine,italian,regular
3566889934,website,http://www.miaswaukesha.com/,regular
3566889934,city,Waukesha,addr
3566889934,state,Wi,addr
3566889934,street,Clinton Street,addr
3566889934,postcode,53186,addr
3566889934,housenumber,800,addr
3566889935,name,Associated Bank,regular
3566889935,amenity,bank,regular
3566889936,name,American Family Insurance - Leticia Guzman,regular
3566889936,office,insurance,regular
3566889937,name,Discount Liquor,regular
3566889937,shop,alcohol,regular
3566889937,phone,(262) 547-7525,regular
3566889937,website,http://www.discountliquorinc.com/,regular
3566889937,city,Waukesha,addr
3566889937,street,North Barstow Street,addr
3566889937,postcode,53186,addr
3566889937,opening_hours,9am-9pm,regular
3566889937,housenumber,919,addr
3566889938,atm,yes,regular
3566889938,name,Waukesha State Bank,regular
3566889938,amenity,bank,regular
3566889938,city,Waukesha,addr
3566889938,street,East Saint Paul Avenue,addr
3566889938,postcode,53187,addr
3566889938,opening_hours,Mo-Fr 08:30-17:00; Sa 08:00-12:00,regular
3566889938,housenumber,151,addr
3566931526,name,Waukesha YMCA,regular
3566931526,leisure,sports_centre,regular
3566931526,city,Waukesha,addr
3566931526,wheelchair,yes,regular
3566931526,street,East Broadway Street,addr
3566931526,postcode,53186,addr
3566931526,housenumber,320,addr
3566931526,wheelchair,yes,toilets
3566931527,name,Broadway Cafe,regular
3566931527,amenity,restaurant,regular
3566931527,city,Waukesha,addr
3566931527,street,East Broadway Street,addr
3566931527,postcode,53186,addr
3566931527,housenumber,500,addr
3566931528,name,Lincoln Pub,regular
3566931528,amenity,bar,regular
3566931528,city,Waukesha,addr
3566931528,street,Lincoln Avenue,addr
3566931528,postcode,53186,addr
3566931528,housenumber,512,addr
3566996404,name,Almont Gallery,regular
3566996404,shop,art,regular
3566996405,name,House of Guinness,regular
3566996405,amenity,bar,regular
3566996406,name,Ashton ARTs,regular
3566996406,shop,art,regular
3566996407,name,Donnie Boy's & Chubby's,regular
3566996407,amenity,bar,regular
3566996408,name,Jedi Tattoo,regular
3566996408,shop,tattoo,regular
3566996409,name,Magellan's,regular
3566996409,amenity,restaurant,regular
3566996409,cuisine,pizza,regular
3566996410,name,River's End Gallery,regular
3566996410,shop,art,regular
3566996411,name,Main Stream Bar and Grill,regular
3566996411,amenity,restaurant,regular
3566996411,cuisine,"burger,_pizza",regular
3566996412,name,Bernie's Tap Room & Restaurant,regular
3566996412,amenity,restaurant,regular
3566996413,name,The Steaming Cup,regular
3566996413,amenity,cafe,regular
3566996413,wheelchair,limited,regular
3566996414,name,Dave's Restaurant,regular
3566996414,amenity,restaurant,regular
3566996415,name,Sakura,regular
3566996415,amenity,restaurant,regular
3566996415,cuisine,japanese,regular
3566996416,name,Key Westconsin,regular
3566996416,amenity,restaurant,regular
3566996417,name,Hannon's Bar,regular
3566996417,amenity,bar,regular
3567492650,name,Subway,regular
3567492650,amenity,restaurant,regular
3567492650,cuisine,sandwich,regular
3567492650,city,Racine,addr
3567492650,street,Monument Square,addr
3567492650,housenumber,520,addr
3567492651,name,Top Dog Hot Dogs,regular
3567492651,amenity,restaurant,regular
3567492651,cuisine,american,regular
3567492651,city,Racine,addr
3567492651,street,Monument Square,addr
3567492651,housenumber,520,addr
3567492661,name,Paul Ryan Constituent Services Center,regular
3567492661,office,political_party,regular
3567492661,city,Racine,addr
3567492661,street,Monument Square,addr
3567492661,housenumber,524,addr
3569397010,highway,stop,regular
3570198242,highway,traffic_signals,regular
3570198242,traffic_signals,signal,regular
3570228693,highway,traffic_signals,regular
3570228694,highway,traffic_signals,regular
3580978043,highway,traffic_signals,regular
3581213003,highway,stop,regular
3581213016,leisure,slipway,regular
3581225000,highway,stop,regular
3581571115,highway,stop,regular
3581571137,highway,stop,regular
3581571155,highway,stop,regular
3581571156,access,private,regular
3581571156,aeroway,helipad,regular
3582127293,highway,turning_circle,regular
3582127294,highway,turning_circle,regular
3583692008,highway,traffic_signals,regular
3583692013,highway,traffic_signals,regular
3583692015,highway,traffic_signals,regular
3583857309,highway,turning_circle,regular
3583867186,highway,stop,regular
3589654374,highway,crossing,regular
3589654374,crossing,zebra,regular
3589659107,highway,crossing,regular
3589659107,crossing,zebra,regular
3599704748,highway,turning_loop,regular
3599704759,highway,turning_loop,regular
3600864139,amenity,shelter,regular
3600864145,amenity,toilets,regular
3600864153,leisure,playground,regular
3600916456,highway,crossing,regular
3600916457,highway,crossing,regular
3600916458,highway,crossing,regular
3600916459,highway,crossing,regular
3600916460,highway,crossing,regular
3600916461,highway,crossing,regular
3600922626,amenity,bench,regular
3600922628,highway,crossing,regular
3600922628,crossing,zebra,regular
3600922630,highway,crossing,regular
3600922632,highway,crossing,regular
3600922637,highway,give_way,regular
3600922668,amenity,shelter,regular
3600922689,amenity,shelter,regular
3601073824,leisure,playground,regular
3601073825,leisure,playground,regular
3601916015,barrier,gate,regular
3601916083,barrier,gate,regular
3603207128,barrier,gate,regular
3605533863,highway,crossing,regular
3605533863,crossing,zebra,regular
3608792078,highway,stop,regular
3608792079,highway,stop,regular
3608792081,highway,stop,regular
3608793606,highway,stop,regular
3608793608,highway,stop,regular
3608793610,highway,traffic_signals,regular
3608793611,highway,traffic_signals,regular
3608793614,highway,traffic_signals,regular
3608793615,highway,traffic_signals,regular
3608793620,highway,stop,regular
3608793645,highway,stop,regular
3608861225,railway,level_crossing,regular
3609390602,highway,turning_circle,regular
3609390619,highway,turning_circle,regular
3611147632,highway,turning_circle,regular
3616220645,noexit,yes,regular
3616220649,highway,stop,regular
3616220650,highway,stop,regular
3618096211,highway,stop,regular
3618096239,highway,stop,regular
3618096240,highway,turning_circle,regular
3618096242,highway,stop,regular
3618096243,highway,stop,regular
3618096244,highway,stop,regular
3618354840,highway,crossing,regular
3618354866,highway,crossing,regular
3618354867,highway,crossing,regular
3618354888,highway,crossing,regular
3618354898,highway,crossing,regular
3618354906,highway,crossing,regular
3618354934,highway,crossing,regular
3618354943,highway,crossing,regular
3618354945,highway,crossing,regular
3618354955,highway,crossing,regular
3618354965,highway,crossing,regular
3618354966,highway,crossing,regular
3618354980,highway,crossing,regular
3618354986,highway,crossing,regular
3618355004,highway,crossing,regular
3618355006,highway,crossing,regular
3618355028,highway,crossing,regular
3618355051,highway,crossing,regular
3618355088,highway,crossing,regular
3618355089,highway,crossing,regular
3618355090,highway,crossing,regular
3618355091,highway,crossing,regular
3618355092,highway,crossing,regular
3618355093,highway,crossing,regular
3618355103,highway,crossing,regular
3618355116,highway,crossing,regular
3620330892,highway,stop,regular
3620330892,direction,backward,regular
3620664120,highway,motorway_junction,regular
3621074432,highway,traffic_signals,regular
3621074436,highway,turning_circle,regular
3621074437,highway,traffic_signals,regular
3621341609,name,Domino's,regular
3621341609,amenity,restaurant,regular
3621341609,cuisine,pizza,regular
3621341609,city,Racine,addr
3621341609,street,Washington Avenue,addr
3621341609,housenumber,5100,addr
3622698872,highway,turning_circle,regular
3624066577,highway,crossing,regular
3626010947,leisure,firepit,regular
3626017057,access,private,regular
3626017057,barrier,gate,regular
3626017060,amenity,recycling,regular
3626017060,recycling_type,container,regular
3626017061,amenity,waste_disposal,regular
3626018769,leisure,playground,regular
3626018783,fee,no,regular
3626018783,shower,indoor,regular
3626018783,amenity,shower,regular
3626018783,hot_water,yes,regular
3626039455,leisure,playground,regular
3630255174,highway,stop,regular
3632887187,name,Jimmy John's,regular
3632887187,access,customers,regular
3632887187,amenity,fast_food,regular
3632887187,cuisine,sandwich,regular
3632887187,delivery,yes,regular
3632887187,entrance,main,regular
3632887187,takeaway,yes,regular
3632887187,city,Milwaukee,addr
3632887187,street,North Jefferson Street,addr
3632887187,postcode,53202,addr
3632887187,phone,+1 414 347 1234,contact
3632887187,drive_through,yes,regular
3632887187,opening_hours,10:00-22:00,regular
3632887187,housenumber,1425,addr
3633658305,highway,turning_circle,regular
3633658318,noexit,yes,regular
3633752603,highway,crossing,regular
3633752603,crossing,zebra,regular
3633752606,highway,crossing,regular
3633752606,crossing,zebra,regular
3633752701,highway,crossing,regular
3633752701,crossing,zebra,regular
3633752702,highway,crossing,regular
3633752702,crossing,zebra,regular
3633752714,railway,level_crossing,regular
3634285498,highway,turning_circle,regular
3634285523,highway,turning_circle,regular
3634285525,highway,turning_circle,regular
3634285526,highway,turning_circle,regular
3634373972,highway,turning_circle,regular
3635469545,name,Northridge Lakes,regular
3635469545,place,neighbourhood,regular
3635469545,source,http://guides.library.uwm.edu/neighborhoods,regular
3635502181,highway,turning_circle,regular
3637438246,highway,turning_circle,regular
3637442500,highway,turning_circle,regular
3637442501,highway,turning_circle,regular
3639177500,highway,crossing,regular
3639177500,crossing,uncontrolled,regular
3641303089,noexit,yes,regular
3646436489,noexit,yes,regular
3646518099,power,tower,regular
3646527588,power,tower,regular
3646551344,power,tower,regular
3646551692,power,tower,regular
3646552655,power,tower,regular
3646552690,power,tower,regular
3646552693,power,tower,regular
3646552697,power,tower,regular
3646552893,power,tower,regular
3649010655,name,Subway,regular
3649010655,amenity,fast_food,regular
3649010655,cuisine,sandwich,regular
3649010949,highway,stop,regular
3649010951,highway,stop,regular
3649010984,highway,stop,regular
3649010985,highway,stop,regular
3649010986,highway,stop,regular
3649010987,highway,stop,regular
3649010992,noexit,yes,regular
3649010993,shop,convenience,regular
3649010993,brand,Mobil,regular
3649010993,amenity,fuel,regular
3649389155,natural,tree,regular
3649389156,natural,tree,regular
3649389157,natural,tree,regular
3649389158,natural,tree,regular
3649389159,natural,tree,regular
3652089223,name,Springdale Apt,regular
3652089223,building,residential,regular
3657310226,name,21st Century Preparatory School,regular
3657310226,amenity,school,regular
3657310226,city,Racine,addr
3657310226,street,Mound Avenue,addr
3657310226,housenumber,1220,addr
3657913243,name,Urban Ecology Center: Menomonee Valley,regular
3657913243,amenity,community_centre,regular
3661084159,highway,turning_circle,regular
3665222271,highway,crossing,regular
3665222272,highway,crossing,regular
3665222273,highway,crossing,regular
3665222274,highway,crossing,regular
3665697029,man_made,tower,regular
3665697029,type,communication,tower
3665821786,highway,stop,regular
3665821798,highway,stop,regular
3666508765,name,Flex Gym,regular
3666508765,leisure,sports_centre,regular
3666508765,city,Racine,addr
3666508765,street,Rapids Drive,addr
3666508765,housenumber,2400,addr
3666508766,name,Yellow Ginger,regular
3666508766,amenity,restaurant,regular
3666508766,cuisine,chinese,regular
3666508766,city,Racine,addr
3666508766,street,Rapids Drive,addr
3666508766,housenumber,2400,addr
3666508767,name,Tip On Nails,regular
3666508767,shop,beauty,regular
3666508770,name,Family Furniture & More,regular
3666508770,shop,furniture,regular
3666508770,city,Racine,addr
3666508770,street,Rapids Drive,addr
3666508770,housenumber,2314,addr
3666508771,name,WIC,regular
3666508771,amenity,social_facility,regular
3666508771,operator,Wisconsin Department of Health Services,regular
3666508771,city,Racine,addr
3666508771,street,Rapids Drive,addr
3666508771,housenumber,2316,addr
3666508771,for,child,social_facility
3666508772,name,Family Dollar,regular
3666508772,shop,variety_store,regular
3666508772,city,Racine,addr
3666508772,street,Rapids Drive,addr
3666508772,housenumber,2314,addr
3666508773,name,Pick 'n' Save,regular
3666508773,shop,disused,regular
3666508773,amenity,disused,regular
3666508773,disused,supermarket,regular
3666508773,operator,Roundy's Supermarkets,regular
3666508773,city,Racine,addr
3666508773,street,Rapids Drive,addr
3666508773,housenumber,2210,addr
3666719028,name,Chipotle Mexican Grill,regular
3666719028,amenity,restaurant,regular
3666719029,name,Noodles and Company,regular
3666719029,amenity,restaurant,regular
3666719034,name,FedEx Office Print and Ship Center,regular
3666719034,shop,office_supplies,regular
3666719035,name,Starbucks Coffee,regular
3666719035,amenity,restaurant,regular
3669571058,access,customers,regular
3669571058,barrier,gate,regular
3671204655,source,PGS,regular
3672267007,highway,turning_circle,regular
3672360255,name,Wgema Campus,regular
3672360255,owner,Forest County Potawatomi,regular
3672360255,place,locality,regular
3672471656,noexit,yes,regular
3673917906,leisure,playground,regular
3673917940,amenity,toilets,regular
3673917940,wheelchair,yes,regular
3673917940,disposal,chemical,toilets
3675064429,highway,turning_circle,regular
3675064469,highway,turning_circle,regular
3675325030,noexit,yes,regular
3675395669,name,Park East,regular
3675395669,place,neighbourhood,regular
3675395669,source,http://guides.library.uwm.edu/neighborhoods,regular
3678226024,highway,stop,regular
3678226325,highway,stop,regular
3678226326,highway,stop,regular
3678226327,source,Bing,regular
3678226327,leisure,playground,regular
3678226331,highway,stop,regular
3678226332,highway,stop,regular
3678226336,shop,convenience,regular
3678226336,brand,Exxon,regular
3678226336,amenity,fuel,regular
3678226337,brand,McDonalds,regular
3678226337,amenity,fast_food,regular
3678226337,cuisine,burger,regular
3678226339,junction,roundabout,regular
3681087902,highway,traffic_signals,regular
3681087903,highway,traffic_signals,regular
3687620420,highway,stop,regular
3687620423,highway,stop,regular
3700151405,name,Abraham and Mary Todd Lincoln Monument,regular
3700151405,tourism,artwork,regular
3700151405,artist_name,Frederick C Hibbard,regular
3700151405,artwork_type,statue,regular
3703920290,ele,45,regular
3703920290,man_made,chimney,regular
3703920321,ele,45,regular
3703920321,man_made,chimney,regular
3703920322,ele,45,regular
3703920322,man_made,chimney,regular
3703920323,ele,45,regular
3703920323,man_made,chimney,regular
3708476352,name,Grace Place Coffee,regular
3708476352,wifi,free,regular
3708476352,floor,1,regular
3708476352,amenity,cafe,regular
3708476352,cuisine,coffee_shop,regular
3708476352,website,http://www.gracedowntown.org/graceplace/,regular
3708476352,opening_hours,Mo-Fr 07:00-12:00; Sa-Su 07:00-12:00,regular
3715998506,man_made,water_tower,regular
3716150830,highway,crossing,regular
3716150830,crossing,zebra,regular
3716158826,highway,crossing,regular
3716158826,crossing,zebra,regular
3719102172,note,Juneau Park,regular
3719102172,brand,Dero,regular
3719102172,amenity,bicycle_repair_station,regular
3719102172,opening_hours,24/7,regular
3719102172,bicycle:pump,yes,service
3721906648,tourism,viewpoint,regular
3721907523,amenity,bench,regular
3721907523,backrest,yes,regular
3721907524,amenity,bench,regular
3721907524,backrest,yes,regular
3721907825,amenity,bench,regular
3721907825,backrest,yes,regular
3721907826,amenity,bench,regular
3721907826,backrest,yes,regular
3721907827,amenity,bench,regular
3721907827,backrest,yes,regular
3721907828,amenity,bench,regular
3721907828,backrest,yes,regular
3722293320,highway,traffic_signals,regular
3722293320,crossing,traffic_signals,regular
3722293323,highway,traffic_signals,regular
3722293323,crossing,traffic_signals,regular
3723221868,highway,stop,regular
3723221869,highway,stop,regular
3723221872,highway,stop,regular
3723221873,highway,stop,regular
3723221875,highway,stop,regular
3723221877,highway,stop,regular
3724788479,highway,crossing,regular
3725872034,stop,all,regular
3725872034,highway,stop,regular
3728623378,man_made,silo,regular
3728639469,highway,turning_circle,regular
3728647983,highway,crossing,regular
3728647983,crossing,zebra,regular
3728647985,highway,crossing,regular
3728647985,crossing,zebra,regular
3728647989,highway,crossing,regular
3728647989,crossing,zebra,regular
3728647991,highway,crossing,regular
3728647991,crossing,zebra,regular
3728648003,highway,crossing,regular
3728648003,crossing,zebra,regular
3728648004,highway,crossing,regular
3728648004,crossing,zebra,regular
3731180534,highway,traffic_signals,regular
3732306965,highway,traffic_signals,regular
3732306970,highway,traffic_signals,regular
3732306972,highway,traffic_signals,regular
3732306976,highway,traffic_signals,regular
3732306978,highway,traffic_signals,regular
3732306979,highway,traffic_signals,regular
3732306979,direction,forward,traffic_signals
3732306988,highway,traffic_signals,regular
3732306992,highway,traffic_signals,regular
3732306994,highway,traffic_signals,regular
3732306998,highway,traffic_signals,regular
3732307003,highway,traffic_signals,regular
3732307010,highway,traffic_signals,regular
3732307015,highway,traffic_signals,regular
3732307018,highway,traffic_signals,regular
3732307023,highway,traffic_signals,regular
3732307725,highway,traffic_signals,regular
3732361901,highway,traffic_signals,regular
3732361901,traffic_signals,ramp_meter,regular
3732361916,highway,traffic_signals,regular
3732361916,traffic_signals,ramp_meter,regular
3732361923,highway,traffic_signals,regular
3732361923,traffic_signals,ramp_meter,regular
3732361924,highway,traffic_signals,regular
3732361924,traffic_signals,ramp_meter,regular
3733240157,highway,traffic_signals,regular
3733240157,traffic_signals,ramp_meter,regular
3733240160,highway,traffic_signals,regular
3733240160,traffic_signals,ramp_meter,regular
3733240176,highway,traffic_signals,regular
3733240176,traffic_signals,ramp_meter,regular
3733240177,highway,traffic_signals,regular
3733240177,traffic_signals,ramp_meter,regular
3733240179,highway,traffic_signals,regular
3733240179,traffic_signals,ramp_meter,regular
3733240180,highway,traffic_signals,regular
3733240180,traffic_signals,ramp_meter,regular
3733240185,highway,traffic_signals,regular
3733240185,traffic_signals,ramp_meter,regular
3733240186,highway,traffic_signals,regular
3733240186,traffic_signals,ramp_meter,regular
3733240191,highway,traffic_signals,regular
3733240191,traffic_signals,ramp_meter,regular
3733240192,highway,traffic_signals,regular
3733240192,traffic_signals,ramp_meter,regular
3733240196,highway,traffic_signals,regular
3733240196,traffic_signals,ramp_meter,regular
3733240198,highway,traffic_signals,regular
3733240198,traffic_signals,ramp_meter,regular
3733240199,highway,traffic_signals,regular
3733240199,traffic_signals,ramp_meter,regular
3733240214,highway,traffic_signals,regular
3733240214,traffic_signals,ramp_meter,regular
3733240217,highway,traffic_signals,regular
3733240217,traffic_signals,ramp_meter,regular
3733240219,highway,stop,regular
3733240221,highway,traffic_signals,regular
3733240221,traffic_signals,ramp_meter,regular
3733789717,name,Racine Reef Lighthouse,regular
3733789717,man_made,lighthouse,regular
3735490960,tourism,viewpoint,regular
3735490965,amenity,waste_basket,regular
3735490967,bridge,yes,regular
3735490968,amenity,bench,regular
3735490968,backrest,no,regular
3735490970,name,Public Beach,regular
3735490970,natural,beach,regular
3735490974,ford,yes,regular
3735496273,amenity,parking,regular
3735502890,amenity,shelter,regular
3735502890,shelter_type,picnic_shelter,regular
3736633444,name,Associated Bank,regular
3736633444,amenity,bank,regular
3736633444,entrance,main,regular
3736633444,suite,101,addr
3736633444,phone,+1 414 902 2777,contact
3736633444,opening_hours,Mo-Th 08:00-17:00; Fr 08:00-18:00; Sa 10:00-14:00,regular
3736633453,name,SPIRE Fitness,regular
3736633453,access,customers,regular
3736633453,leisure,fitness_centre,regular
3736633453,entrance,main,regular
3736633453,suite,D,addr
3736633453,email,hello@spire-fitness.com,contact
3736633453,phone,+1 414 219 9118,contact
3736633453,website,http://www.spire-fitness.com,contact
3736654848,entrance,yes,regular
3736654849,entrance,main,regular
3738239843,highway,crossing,regular
3738514424,amenity,waste_basket,regular
3738514965,name,BP,regular
3738514965,amenity,fuel,regular
3738514966,name,Target,regular
3738514966,shop,department_store,regular
3738514967,name,Kohl's,regular
3738514967,shop,department_store,regular
3738515425,amenity,waste_basket,regular
3739292956,name,Kathy Hospice,regular
3739292956,amenity,hospice,regular
3739292960,highway,stop,regular
3739292987,highway,stop,regular
3739293509,highway,stop,regular
3739293555,highway,stop,regular
3739293589,highway,stop,regular
3739293614,highway,stop,regular
3739293628,highway,stop,regular
3739431013,ref,5,regular
3739431013,barrier,gate,regular
3739431022,ref,4,regular
3739431022,barrier,gate,regular
3739431125,barrier,gate,regular
3739431164,ref,1,regular
3739431164,barrier,gate,regular
3739431166,barrier,gate,regular
3739431176,barrier,gate,regular
3739431195,barrier,gate,regular
3739431208,barrier,gate,regular
3740250027,highway,turning_circle,regular
3740250045,highway,turning_circle,regular
3740250049,highway,turning_circle,regular
3740278858,highway,turning_circle,regular
3740286430,railway,level_crossing,regular
3740291547,highway,turning_circle,regular
3740291560,highway,turning_circle,regular
3740307797,highway,traffic_signals,regular
3740307798,highway,traffic_signals,regular
3740359242,highway,crossing,regular
3740359242,crossing,zebra,regular
3740363842,highway,turning_circle,regular
3741523557,highway,turning_circle,regular
3743097313,railway,level_crossing,regular
3743097314,railway,level_crossing,regular
3743097315,railway,level_crossing,regular
3743097316,railway,level_crossing,regular
3743097319,railway,level_crossing,regular
3743215647,railway,level_crossing,regular
3743215727,railway,level_crossing,regular
3743215909,railway,level_crossing,regular
3743215929,railway,level_crossing,regular
3743215998,railway,level_crossing,regular
3744346467,railway,level_crossing,regular
3744346468,railway,level_crossing,regular
3744351011,railway,level_crossing,regular
3744351020,railway,level_crossing,regular
3744351204,railway,level_crossing,regular
3744351205,railway,level_crossing,regular
3744351516,power,tower,regular
3744351522,railway,level_crossing,regular
3744351526,railway,level_crossing,regular
3744351528,railway,level_crossing,regular
3744351530,railway,level_crossing,regular
3744351531,railway,level_crossing,regular
3744351534,railway,level_crossing,regular
3744351536,railway,level_crossing,regular
3744351537,railway,level_crossing,regular
3744351539,railway,level_crossing,regular
3744351570,power,tower,regular
3744351572,power,tower,regular
3744351577,power,tower,regular
3744351578,power,tower,regular
3744351580,power,tower,regular
3744351581,power,tower,regular
3744351582,power,tower,regular
3744351584,power,tower,regular
3744351585,power,tower,regular
3744351586,power,tower,regular
3744351587,power,tower,regular
3744351588,power,tower,regular
3744351589,power,tower,regular
3744351590,power,tower,regular
3744351591,power,tower,regular
3744351595,power,tower,regular
3744351596,power,tower,regular
3744351601,power,tower,regular
3744351602,power,tower,regular
3744351603,power,tower,regular
3744351604,power,tower,regular
3744351608,power,tower,regular
3744351609,power,tower,regular
3744351610,power,tower,regular
3744351611,power,tower,regular
3744351612,power,tower,regular
3744351613,power,tower,regular
3744351614,power,tower,regular
3744351615,power,tower,regular
3744351616,power,tower,regular
3744351617,power,tower,regular
3744351618,power,tower,regular
3744351623,power,tower,regular
3744351624,power,tower,regular
3744351626,power,tower,regular
3744351627,power,tower,regular
3744351633,power,tower,regular
3744351634,power,tower,regular
3744351638,power,tower,regular
3744351639,power,tower,regular
3744351640,power,tower,regular
3744351641,power,tower,regular
3744351642,power,tower,regular
3744351643,power,tower,regular
3744351644,power,tower,regular
3744351645,power,tower,regular
3744351646,power,tower,regular
3744351647,power,tower,regular
3744351649,power,tower,regular
3744351650,power,tower,regular
3744351653,power,tower,regular
3744351654,power,tower,regular
3744351655,power,tower,regular
3744351656,power,tower,regular
3744351657,power,tower,regular
3744351658,power,tower,regular
3744351659,power,tower,regular
3744351660,power,tower,regular
3744351661,power,tower,regular
3744351662,power,tower,regular
3744351663,power,tower,regular
3744351664,power,tower,regular
3744351665,power,tower,regular
3744351666,power,tower,regular
3744351667,power,tower,regular
3744351668,power,tower,regular
3744351669,power,tower,regular
3744351670,power,tower,regular
3744351671,power,tower,regular
3744351672,power,tower,regular
3744351673,power,tower,regular
3744351674,power,tower,regular
3744351675,power,tower,regular
3744351676,power,tower,regular
3744389971,highway,crossing,regular
3744389971,crossing,zebra,regular
3744412650,highway,crossing,regular
3744412650,crossing,zebra,regular
3744998174,railway,buffer_stop,regular
3744998183,railway,level_crossing,regular
3744998186,railway,level_crossing,regular
3744998251,railway,level_crossing,regular
3744998252,railway,level_crossing,regular
3746556115,highway,turning_circle,regular
3746839635,highway,traffic_signals,regular
3746839643,highway,traffic_signals,regular
3746841144,highway,traffic_signals,regular
3746860457,highway,crossing,regular
3746860465,highway,crossing,regular
3746860466,highway,crossing,regular
3746862996,highway,traffic_signals,regular
3748373325,highway,traffic_signals,regular
3748373325,traffic_signals,ramp_meter,regular
3748373326,highway,traffic_signals,regular
3748373326,traffic_signals,ramp_meter,regular
3748373327,highway,traffic_signals,regular
3748373327,traffic_signals,ramp_meter,regular
3748373328,highway,traffic_signals,regular
3748373328,traffic_signals,ramp_meter,regular
3748373329,highway,traffic_signals,regular
3748373329,traffic_signals,ramp_meter,regular
3748373330,highway,traffic_signals,regular
3748373330,traffic_signals,ramp_meter,regular
3748373331,highway,traffic_signals,regular
3748373331,traffic_signals,ramp_meter,regular
3748373332,highway,traffic_signals,regular
3748373332,traffic_signals,ramp_meter,regular
3748373333,highway,traffic_signals,regular
3748373333,traffic_signals,ramp_meter,regular
3748373334,highway,traffic_signals,regular
3748373334,traffic_signals,ramp_meter,regular
3748373335,highway,traffic_signals,regular
3748373335,traffic_signals,ramp_meter,regular
3748373336,highway,traffic_signals,regular
3748373336,traffic_signals,ramp_meter,regular
3748373347,highway,traffic_signals,regular
3748373347,traffic_signals,ramp_meter,regular
3748373348,highway,traffic_signals,regular
3748373348,traffic_signals,ramp_meter,regular
3748373353,highway,traffic_signals,regular
3748373353,traffic_signals,ramp_meter,regular
3748373363,highway,traffic_signals,regular
3748373363,traffic_signals,ramp_meter,regular
3748373364,highway,traffic_signals,regular
3748373364,traffic_signals,ramp_meter,regular
3748373365,highway,traffic_signals,regular
3748373365,traffic_signals,ramp_meter,regular
3749965483,railway,level_crossing,regular
3749965484,railway,level_crossing,regular
3749965619,railway,buffer_stop,regular
3753407531,name,Velasquez and Sons Mufflers,regular
3753407531,shop,car_parts,regular
3753407531,city,Racine,addr
3753407531,street,Washington Avenue,addr
3753407531,housenumber,915,addr
3753407532,name,Avenue Automotive Center,regular
3753407532,shop,car_parts,regular
3753407532,city,Racine,addr
3753407532,street,Washington Avenue,addr
3753407532,housenumber,939,addr
3753510891,amenity,fuel,regular
3753514113,amenity,fuel,regular
3753514114,amenity,fuel,regular
3754867025,highway,crossing,regular
3754867325,highway,crossing,regular
3756802884,highway,bus_stop,regular
3758187808,name,DaVita Dialysis,regular
3758187808,amenity,clinic,regular
3758187808,city,Racine,addr
3758187808,street,6th Street,addr
3758187808,housenumber,818,addr
3758187809,name,Racine County Child Support,regular
3758187809,amenity,social_facility,regular
3758187809,operator,Racine County,regular
3758187809,city,Racine,addr
3758187809,street,6th Street,addr
3758187809,housenumber,818,addr
3758187809,for,child,social_facility
3758307664,barrier,gate,regular
3759607439,entrance,main,regular
3760325997,highway,stop,regular
3760710761,man_made,tower,regular
3760710761,type,communication,tower
3761686551,highway,stop,regular
3761686553,highway,stop,regular
3761686556,highway,stop,regular
3761688057,highway,stop,regular
3761688080,highway,traffic_signals,regular
3761688090,highway,traffic_signals,regular
3761937869,highway,traffic_signals,regular
3761937879,highway,traffic_signals,regular
3762053538,name,Bravo Bridal,regular
3762053538,shop,clothes,regular
3762053538,clothes,wedding,regular
3762053547,name,Rejuvenations Massage and Spa,regular
3762053547,shop,beauty,regular
3762053547,city,Racine,addr
3762053547,street,6th Street,addr
3762053547,housenumber,215,addr
3762053548,name,Racine Optical Co.,regular
